county,yearG3,sex,raceCode,CAUSE,Ndeaths,Level,pop,aRate,aLCI,aUCI,aSE,bestRate,bestSE,lowRace,rateRatio,Ztest,pValue,pMark,causeName
Alameda,2016-2018,Total,Black-NH,D05,476,lev2,565647,75.003,68.3192,82.259,3.48926,37.199,1.59167,Asian-NH,2.016,9.85725054384344,0,Higher,Alzheimer’s disease and other dementias
Alameda,2016-2018,Total,Black-NH,D09,92,lev2,565647,13.705,10.985900000000001,17.0098,1.46435,6.17106,0.647989,Asian-NH,2.221,4.704844844963242,1.2702954675924971e-6,Higher,Digestive diseases (excluding cirrhosis)
Alameda,2016-2018,Total,Black-NH,D10,196,lev2,565647,29.5964,25.4981,34.2713,2.16882,10.632,0.66565,White-NH,2.784,8.35925363325042,0,Higher,Kidney diseases
Alameda,2016-2018,Total,Black-NH,D66,220,lev2,565647,31.7434,27.578,36.4726,2.1998,8.74819,0.785375,Asian-NH,3.629,9.844707763290426,0,Higher,Chronic obstructive pulmonary disease
Alameda,2016-2018,Total,Black-NH,D67,21,lev2,565647,3.35226,2.05565,5.29179,0.74431,1.10537,0.228047,White-NH,3.033,2.8863200902060715,0.001948877600651877,Higher,Asthma
Alameda,2016-2018,Total,Black-NH,D99,98,lev2,565647,15.0294,12.1385,18.5114,1.55402,7.6277,0.710965,Asian-NH,1.97,4.331184021531438,7.415483218253804e-6,Higher,Other Chronic Conditions
Alameda,2016-2018,Total,Black-NH,E01,148,lev2,565647,23.6304,19.883,27.9746,1.99453,11.5399,0.907694,Asian-NH,2.048,5.517350146380441,1.720746600764045e-8,Higher,Unintentional injuries
Alameda,2016-2018,Total,Black-NH,E03,156,lev2,565647,27.8672,23.6262,32.7275,2.25309,1.7778,0.346626,White-NH,15.675,11.444740390150635,0,Higher,Homicide/Interpersonal violence
Alameda,2016-2018,Total,Black-NH,Z01,22,lev2,565647,3.85886,2.379,6.01087,0.848436,1.28335,0.246319,White-NH,3.007,2.9152254168216807,0.0017771585955733693,Higher,"Symptoms, signs and ill-defined conditions, not elsewhere classified"
Alameda,2016-2018,Total,Hisp,A06,26,lev2,1159220,3.59717,2.29176,5.48708,0.742657,1.218,0.220436,White-NH,2.953,3.0711588618149737,0.0010661483417552242,Higher,Hepatitis
Alameda,2016-2018,Total,Hisp,B03,43,lev2,1159220,5.68435,4.03043,7.89982,0.917341,2.59602,0.34817,White-NH,2.19,3.147530161436041,8.232805890076023e-4,Higher,Stomach cancer
Alameda,2016-2018,Total,Hisp,D11,163,lev2,1159220,20.5378,17.3363,24.2619,1.70266,4.47959,0.553078,Asian-NH,4.585,8.969882438764772,0,Higher,Cirrhosis of the liver
Alameda,2016-2018,Total,Hisp,D12,30,lev2,1159220,2.72162,1.79542,4.16273,0.522601,1.69366,0.346873,White-NH,1.607,1.6388567653330925,0.05062154686406106,Same,Congenital anomalies
Alameda,2016-2018,Total,NHPI-NH,C02,37,lev2,40299.7,137.618,93.9423,196.25,24.4444,38.1169,1.61189,Asian-NH,3.61,4.061685962055447,2.435979327108928e-5,Higher,Ischaemic heart disease
Alameda,2016-2018,Total,White-NH,B02,82,lev2,1584270,3.29982,2.60107,4.2162,0.37783,1.54207,0.318691,Asian-NH,2.14,3.556133649216799,1.881763368599687e-4,Higher,Oesophagus cancer
Alameda,2016-2018,Total,White-NH,B08,100,lev2,1584270,3.9999,3.22941,4.98462,0.414212,3.9999,0.414212,White-NH,1,0,0.5,Lowest,Melanoma and other skin cancers
Alameda,2016-2018,Total,White-NH,B11,105,lev2,1584270,4.18265,3.40094,5.17669,0.419524,2.87479,0.434535,Asian-NH,1.455,2.165316130770542,0.01518174194310229,Same,Ovary cancer
Alameda,2016-2018,Total,White-NH,B14,100,lev2,1584270,3.91026,3.16687,4.86491,0.399345,1.95937,0.373028,Asian-NH,1.996,3.570004330872111,1.7848766295247565e-4,Higher,Bladder cancer
Alameda,2016-2018,Total,White-NH,B15,117,lev2,1584270,4.70882,3.85236,5.78029,0.45896,2.74933,0.430083,Asian-NH,1.713,3.1153461568551637,9.186458005160381e-4,Higher,Brain and nervous system cancers
Alameda,2016-2018,Total,White-NH,B17,129,lev2,1584270,5.38318,4.45235,6.52944,0.497503,3.96683,0.540811,Asian-NH,1.357,1.927433611679257,0.02696280709068044,Same,Leukaemia
Alameda,2016-2018,Total,White-NH,D03,31,lev2,1584270,1.36211,0.905988,2.05997,0.256862,1.36211,0.256862,White-NH,1,0,0.5,Lowest,Mental Health disorders
Alameda,2016-2018,Total,White-NH,D06,421,lev2,1584270,17.5659,15.8712,19.4635,0.886465,8.98443,0.7934,Asian-NH,1.955,7.2133475710408685,2.73003841755326e-13,Higher,Other neurological conditions
Alameda,2016-2018,Total,White-NH,D68,402,lev2,1584270,16.4884,14.8728,18.305,0.845463,12.6537,0.940931,Asian-NH,1.303,3.031446074594141,0.001216926951221442,Higher,Other respiratory diseases
Alameda,2016-2018,Total,White-NH,E02,256,lev2,1584270,13.8696,12.1054,15.8697,0.930666,5.74375,0.639478,Asian-NH,2.415,7.196172464588671,3.0964120156795616e-13,Higher,Suicide/Self-harm
Amador,2016-2018,Total,White-NH,A07,31,lev2,88070.8,15.2202,10.3209,25.4603,2.74636,15.2202,2.74636,White-NH,1,0,0.5,Lowest,Respiratory infections
Amador,2016-2018,Total,White-NH,B07,87,lev2,88070.8,43.8355,35.0561,57.2006,4.73067,43.8355,4.73067,White-NH,1,0,0.5,Lowest,"Trachea, bronchus and lung cancers"
Amador,2016-2018,Total,White-NH,B99,25,lev2,88070.8,14.7755,8.99847,26.095,3.32162,14.7755,3.32162,White-NH,1,0,0.5,Lowest,Other malignant neoplasms
Amador,2016-2018,Total,White-NH,C01,51,lev2,88070.8,29.0905,20.6099,42.6582,4.70466,29.0905,4.70466,White-NH,1,0,0.5,Lowest,Hypertensive heart disease
Amador,2016-2018,Total,White-NH,C02,155,lev2,88070.8,80.9642,68.3037,97.9512,6.73417,80.9642,6.73417,White-NH,1,0,0.5,Lowest,Ischaemic heart disease
Amador,2016-2018,Total,White-NH,C03,63,lev2,88070.8,30.4714,23.3852,42.3575,3.85645,30.4714,3.85645,White-NH,1,0,0.5,Lowest,Stroke
Amador,2016-2018,Total,White-NH,C05,47,lev2,88070.8,22.7321,16.6824,33.7935,3.32795,22.7321,3.32795,White-NH,1,0,0.5,Lowest,Congestive heart failure
Amador,2016-2018,Total,White-NH,C99,55,lev2,88070.8,27.0065,20.3138,38.5888,3.65994,27.0065,3.65994,White-NH,1,0,0.5,Lowest,Other or unspecified cardiovascular diseases
Amador,2016-2018,Total,White-NH,D05,100,lev2,88070.8,49.7614,40.3538,63.6846,5.05212,49.7614,5.05212,White-NH,1,0,0.5,Lowest,Alzheimer’s disease and other dementias
Amador,2016-2018,Total,White-NH,D06,32,lev2,88070.8,19.3809,12.4431,31.7145,3.93977,19.3809,3.93977,White-NH,1,0,0.5,Lowest,Other neurological conditions
Amador,2016-2018,Total,White-NH,D09,23,lev2,88070.8,10.9917,6.95333,20.6582,2.30132,10.9917,2.30132,White-NH,1,0,0.5,Lowest,Digestive diseases (excluding cirrhosis)
Amador,2016-2018,Total,White-NH,D11,35,lev2,88070.8,24.4332,15.77,38.5687,4.91347,24.4332,4.91347,White-NH,1,0,0.5,Lowest,Cirrhosis of the liver
Amador,2016-2018,Total,White-NH,D99,21,lev2,88070.8,11.4087,6.89528,21.5641,2.59973,11.4087,2.59973,White-NH,1,0,0.5,Lowest,Other Chronic Conditions
Amador,2016-2018,Total,White-NH,E01,49,lev2,88070.8,41.0919,28.4425,59.2737,7.05635,41.0919,7.05635,White-NH,1,0,0.5,Lowest,Unintentional injuries
Amador,2016-2018,Total,White-NH,E02,28,lev2,88070.8,27.3674,17.1616,43.3361,5.82785,27.3674,5.82785,White-NH,1,0,0.5,Lowest,Suicide/Self-harm
Butte,2016-2018,Total,Hisp,C03,27,lev2,106314,44.7811,29.0552,66.6812,8.90812,42.1058,2.28838,White-NH,1.064,0.29087719833534964,0.38557262037463447,Same,Stroke
Butte,2016-2018,Total,Hisp,E01,40,lev2,106314,49.2382,34.1224,69.95,8.42978,45.8601,2.87173,White-NH,1.074,0.3793271576547241,0.35222246753160336,Same,Unintentional injuries
Butte,2016-2018,Total,White-NH,A07,135,lev2,504108,16.3853,13.5845,19.8475,1.49602,16.3853,1.49602,White-NH,1,0,0.5,Lowest,Respiratory infections
Butte,2016-2018,Total,White-NH,A99,138,lev2,504108,16.1952,13.498,19.5404,1.43891,16.1952,1.43891,White-NH,1,0,0.5,Lowest,Other Infectious Diseases
Butte,2016-2018,Total,White-NH,B02,42,lev2,504108,5.28115,3.71897,7.57055,0.867873,5.28115,0.867873,White-NH,1,0,0.5,Lowest,Oesophagus cancer
Butte,2016-2018,Total,White-NH,B04,106,lev2,504108,13.2115,10.6606,16.4417,1.37154,13.2115,1.37154,White-NH,1,0,0.5,Lowest,Colon and rectum cancers
Butte,2016-2018,Total,White-NH,B05,49,lev2,504108,5.61854,4.14378,7.78048,0.810303,5.61854,0.810303,White-NH,1,0,0.5,Lowest,Liver cancer
Butte,2016-2018,Total,White-NH,B06,88,lev2,504108,10.5664,8.4151,13.3835,1.16035,10.5664,1.16035,White-NH,1,0,0.5,Lowest,Pancreas cancer
Butte,2016-2018,Total,White-NH,B07,339,lev2,504108,39.3206,35.1549,44.0954,2.18462,39.3206,2.18462,White-NH,1,0,0.5,Lowest,"Trachea, bronchus and lung cancers"
Butte,2016-2018,Total,White-NH,B08,37,lev2,504108,4.07139,2.85375,5.99455,0.677214,4.07139,0.677214,White-NH,1,0,0.5,Lowest,Melanoma and other skin cancers
Butte,2016-2018,Total,White-NH,B09,94,lev2,504108,12.0582,9.60145,15.2033,1.32516,12.0582,1.32516,White-NH,1,0,0.5,Lowest,Breast cancer
Butte,2016-2018,Total,White-NH,B10,37,lev2,504108,4.82718,3.28866,7.11491,0.861495,4.82718,0.861495,White-NH,1,0,0.5,Lowest,Uterine cancer
Butte,2016-2018,Total,White-NH,B12,79,lev2,504108,9.19852,7.24022,11.8215,1.05927,9.19852,1.05927,White-NH,1,0,0.5,Lowest,Prostate cancer
Butte,2016-2018,Total,White-NH,B13,26,lev2,504108,3.11218,1.95801,5.02751,0.658562,3.11218,0.658562,White-NH,1,0,0.5,Lowest,"Kidney, renal pelvis and ureter cancer"
Butte,2016-2018,Total,White-NH,B14,38,lev2,504108,4.45432,3.12308,6.49741,0.740343,4.45432,0.740343,White-NH,1,0,0.5,Lowest,Bladder cancer
Butte,2016-2018,Total,White-NH,B15,54,lev2,504108,6.71487,4.94384,9.19636,0.973489,6.71487,0.973489,White-NH,1,0,0.5,Lowest,Brain and nervous system cancers
Butte,2016-2018,Total,White-NH,B16,87,lev2,504108,10.9542,8.67317,13.9166,1.23206,10.9542,1.23206,White-NH,1,0,0.5,Lowest,Lymphomas and multiple myeloma
Butte,2016-2018,Total,White-NH,B17,69,lev2,504108,9.29791,7.10674,12.2012,1.19365,9.29791,1.19365,White-NH,1,0,0.5,Lowest,Leukaemia
Butte,2016-2018,Total,White-NH,B99,200,lev2,504108,25.0191,21.4943,29.1956,1.86659,25.0191,1.86659,White-NH,1,0,0.5,Lowest,Other malignant neoplasms
Butte,2016-2018,Total,White-NH,C01,346,lev2,504108,42.0833,37.5622,47.2329,2.37199,42.0833,2.37199,White-NH,1,0,0.5,Lowest,Hypertensive heart disease
Butte,2016-2018,Total,White-NH,C02,718,lev2,504108,85.1285,78.7539,92.1097,3.31526,63.6233,10.3068,Hisp,1.338,1.9862807595626062,0.02350107891317821,Same,Ischaemic heart disease
Butte,2016-2018,Total,White-NH,C04,62,lev2,504108,7.22414,5.50547,9.62039,0.936915,7.22414,0.936915,White-NH,1,0,0.5,Lowest,"Cardiomyopathy, myocarditis, endocarditis"
Butte,2016-2018,Total,White-NH,C05,89,lev2,504108,9.89757,7.8968,12.5527,1.07871,9.89757,1.07871,White-NH,1,0,0.5,Lowest,Congestive heart failure
Butte,2016-2018,Total,White-NH,C99,401,lev2,504108,48.6679,43.7451,54.221,2.57835,48.6679,2.57835,White-NH,1,0,0.5,Lowest,Other or unspecified cardiovascular diseases
Butte,2016-2018,Total,White-NH,D01,93,lev2,504108,13.4775,10.6764,17.0021,1.5128,13.4775,1.5128,White-NH,1,0,0.5,Lowest,Diabetes mellitus
Butte,2016-2018,Total,White-NH,D02,77,lev2,504108,8.64361,6.79244,11.1543,1.00171,8.64361,1.00171,White-NH,1,0,0.5,Lowest,"Endocrine, blood, immune disorders"
Butte,2016-2018,Total,White-NH,D04,170,lev2,504108,30.8476,26.0115,36.4614,2.57263,30.8476,2.57263,White-NH,1,0,0.5,Lowest,Substance use
Butte,2016-2018,Total,White-NH,D05,744,lev2,504108,82.2579,76.3953,88.6989,3.04603,45.3008,9.02031,Hisp,1.816,3.8817508455631744,5.185355115822077e-5,Higher,Alzheimer’s disease and other dementias
Butte,2016-2018,Total,White-NH,D06,202,lev2,504108,26.1341,22.4048,30.5311,1.9759,26.1341,1.9759,White-NH,1,0,0.5,Lowest,Other neurological conditions
Butte,2016-2018,Total,White-NH,D09,130,lev2,504108,15.5612,12.8665,18.9142,1.44036,15.5612,1.44036,White-NH,1,0,0.5,Lowest,Digestive diseases (excluding cirrhosis)
Butte,2016-2018,Total,White-NH,D10,125,lev2,504108,15.4157,12.6639,18.8382,1.47317,15.4157,1.47317,White-NH,1,0,0.5,Lowest,Kidney diseases
Butte,2016-2018,Total,White-NH,D11,151,lev2,504108,22.7513,18.9495,27.2787,2.02847,22.7513,2.02847,White-NH,1,0,0.5,Lowest,Cirrhosis of the liver
Butte,2016-2018,Total,White-NH,D66,403,lev2,504108,45.9142,41.484,50.9422,2.31738,45.9142,2.31738,White-NH,1,0,0.5,Lowest,Chronic obstructive pulmonary disease
Butte,2016-2018,Total,White-NH,D68,151,lev2,504108,17.5417,14.7889,20.9304,1.46445,17.5417,1.46445,White-NH,1,0,0.5,Lowest,Other respiratory diseases
Butte,2016-2018,Total,White-NH,D99,143,lev2,504108,16.788,14.0702,20.1477,1.44793,16.788,1.44793,White-NH,1,0,0.5,Lowest,Other Chronic Conditions
Butte,2016-2018,Total,White-NH,E02,122,lev2,504108,20.8499,17.0093,25.4579,2.0595,20.8499,2.0595,White-NH,1,0,0.5,Lowest,Suicide/Self-harm
Calaveras,2016-2018,Total,White-NH,A99,42,lev2,113980,18.2698,12.9931,27.202,2.92463,18.2698,2.92463,White-NH,1,0,0.5,Lowest,Other Infectious Diseases
Calaveras,2016-2018,Total,White-NH,B06,21,lev2,113980,8.92299,5.40315,16.4911,2.02652,8.92299,2.02652,White-NH,1,0,0.5,Lowest,Pancreas cancer
Calaveras,2016-2018,Total,White-NH,B07,92,lev2,113980,37.0969,29.7873,47.7045,3.93486,37.0969,3.93486,White-NH,1,0,0.5,Lowest,"Trachea, bronchus and lung cancers"
Calaveras,2016-2018,Total,White-NH,B99,45,lev2,113980,18.2294,13.0925,26.9994,2.84047,18.2294,2.84047,White-NH,1,0,0.5,Lowest,Other malignant neoplasms
Calaveras,2016-2018,Total,White-NH,C01,40,lev2,113980,19.3997,13.2109,29.3829,3.46576,19.3997,3.46576,White-NH,1,0,0.5,Lowest,Hypertensive heart disease
Calaveras,2016-2018,Total,White-NH,C02,180,lev2,113980,80.1232,68.2548,95.1501,6.29794,80.1232,6.29794,White-NH,1,0,0.5,Lowest,Ischaemic heart disease
Calaveras,2016-2018,Total,White-NH,C03,63,lev2,113980,27.3342,20.9117,37.2085,3.49792,27.3342,3.49792,White-NH,1,0,0.5,Lowest,Stroke
Calaveras,2016-2018,Total,White-NH,C05,45,lev2,113980,19.4522,14.1668,28.333,2.91284,19.4522,2.91284,White-NH,1,0,0.5,Lowest,Congestive heart failure
Calaveras,2016-2018,Total,White-NH,C99,66,lev2,113980,30.1228,22.8184,40.9311,3.98766,30.1228,3.98766,White-NH,1,0,0.5,Lowest,Other or unspecified cardiovascular diseases
Calaveras,2016-2018,Total,White-NH,D05,102,lev2,113980,45.3199,36.9319,56.9675,4.49926,45.3199,4.49926,White-NH,1,0,0.5,Lowest,Alzheimer’s disease and other dementias
Calaveras,2016-2018,Total,White-NH,D09,35,lev2,113980,16.1222,11.0105,24.9895,2.86068,16.1222,2.86068,White-NH,1,0,0.5,Lowest,Digestive diseases (excluding cirrhosis)
Calaveras,2016-2018,Total,White-NH,D10,40,lev2,113980,17.763,12.4577,26.7586,2.95026,17.763,2.95026,White-NH,1,0,0.5,Lowest,Kidney diseases
Calaveras,2016-2018,Total,White-NH,D66,101,lev2,113980,42.9139,34.7423,54.3665,4.39014,42.9139,4.39014,White-NH,1,0,0.5,Lowest,Chronic obstructive pulmonary disease
Calaveras,2016-2018,Total,White-NH,D99,29,lev2,113980,13.5337,8.63919,22.3389,2.78326,13.5337,2.78326,White-NH,1,0,0.5,Lowest,Other Chronic Conditions
Calaveras,2016-2018,Total,White-NH,E01,68,lev2,113980,50.4469,37.104,67.9618,7.33605,50.4469,7.33605,White-NH,1,0,0.5,Lowest,Unintentional injuries
Calaveras,2016-2018,Total,White-NH,E02,27,lev2,113980,18.2861,11.055,29.7867,4.16482,18.2861,4.16482,White-NH,1,0,0.5,Lowest,Suicide/Self-harm
CALIFORNIA,2016-2018,Total,AIAN-NH,A06,36,lev2,526365,5.15921,3.57113,7.38969,0.885889,1.38794,0.0857269,Asian-NH,3.717,4.237252511138795,1.1313580735361484e-5,Higher,Hepatitis
CALIFORNIA,2016-2018,Total,AIAN-NH,B13,41,lev2,526365,6.22413,4.41042,8.68983,1.00612,1.9543,0.10115,Asian-NH,3.185,4.222571984823134,1.2076511106795529e-5,Higher,"Kidney, renal pelvis and ureter cancer"
CALIFORNIA,2016-2018,Total,AIAN-NH,D04,209,lev2,526365,37.3452,32.2859,43.0649,2.67507,2.91878,0.133393,Asian-NH,12.795,12.853382635962253,0,Higher,Substance use
CALIFORNIA,2016-2018,Total,AIAN-NH,D09,79,lev2,526365,12.3111,9.68537,15.5694,1.42045,5.5734,0.172299,Asian-NH,2.209,4.708840898582602,1.245647154424212e-6,Higher,Digestive diseases (excluding cirrhosis)
CALIFORNIA,2016-2018,Total,AIAN-NH,D11,235,lev2,526365,35.8533,31.2289,41.0928,2.44072,5.61149,0.173734,Asian-NH,6.389,12.35925682811677,0,Higher,Cirrhosis of the liver
CALIFORNIA,2016-2018,Total,AIAN-NH,E01,177,lev2,526365,31.4673,26.869,36.7237,2.43865,13.8235,0.281745,Asian-NH,2.276,7.1872601154380655,3.305133944309091e-13,Higher,Unintentional injuries
CALIFORNIA,2016-2018,Total,AIAN-NH,Z01,36,lev2,526365,6.78207,4.67802,9.60371,1.17469,1.16634,0.0844943,Asian-NH,5.815,4.768286817991023,9.289956988123294e-7,Higher,"Symptoms, signs and ill-defined conditions, not elsewhere classified"
CALIFORNIA,2016-2018,Total,Asian-NH,A01,137,lev2,15922100,0.727059,0.60931,0.86508,0.062732,0.0782315,0.0107261,White-NH,9.294,10.194896213804547,0,Higher,Tuberculosis
CALIFORNIA,2016-2018,Total,Black-NH,A02,453,lev2,6775460,5.98886,5.43585,6.5884,0.288952,0.391629,0.0470932,Asian-NH,15.292,19.11854683719874,0,Higher,HIV/ and other Sexually transmitted diseases (STDs)
CALIFORNIA,2016-2018,Total,Black-NH,A04,27,lev2,6775460,0.358289,0.23279,0.534369,0.0710668,0.126376,0.0156277,White-NH,2.835,3.1871594917420496,7.183876144594148e-4,Higher,Meningitis
CALIFORNIA,2016-2018,Total,Black-NH,A07,1294,lev2,6775460,18.738,17.7117,19.8125,0.530985,12.793,1.44109,AIAN-NH,1.465,3.8709436046412016,5.420743688411278e-5,Higher,Respiratory infections
CALIFORNIA,2016-2018,Total,Black-NH,A08,37,lev2,6775460,0.59621,0.417513,0.82869,0.0994081,0.170156,0.0212814,White-NH,3.504,4.190947042291378,1.3889624976171078e-5,Higher,Maternal conditions
CALIFORNIA,2016-2018,Total,Black-NH,A09,380,lev2,6775460,6.87193,6.19723,7.60088,0.35309,2.23103,0.0861142,White-NH,3.08,12.769391247559728,0,Higher,Neonatal conditions
CALIFORNIA,2016-2018,Total,Black-NH,B04,1254,lev2,6775460,17.3767,16.4054,18.3952,0.502663,10.3711,0.23364,Asian-NH,1.675,12.638453065163793,0,Higher,Colon and rectum cancers
CALIFORNIA,2016-2018,Total,Black-NH,B06,986,lev2,6775460,13.2802,12.443,14.164,0.434063,7.68143,1.13141,AIAN-NH,1.729,4.620146624141819,1.917344746860117e-6,Higher,Pancreas cancer
CALIFORNIA,2016-2018,Total,Black-NH,B07,2627,lev2,6775460,35.711,34.3248,37.1436,0.714182,14.2484,0.235897,Hisp,2.506,28.535662936292876,0,Higher,"Trachea, bronchus and lung cancers"
CALIFORNIA,2016-2018,Total,Black-NH,B12,1177,lev2,6775460,17.0381,16.0596,18.0647,0.506566,4.05758,0.146995,Asian-NH,4.199,24.60937239205573,0,Higher,Prostate cancer
CALIFORNIA,2016-2018,Total,Black-NH,B16,715,lev2,6775460,10.0627,9.3224,10.8506,0.384852,6.0165,0.179181,Asian-NH,1.673,9.531244208479054,0,Higher,Lymphomas and multiple myeloma
CALIFORNIA,2016-2018,Total,Black-NH,B99,1488,lev2,6775460,20.5395,19.4833,21.6427,0.545905,11.6209,0.249464,Asian-NH,1.767,14.859287061621655,0,Higher,Other malignant neoplasms
CALIFORNIA,2016-2018,Total,Black-NH,C01,3635,lev2,6775460,51.1833,49.4981,52.9157,0.866966,19.2224,0.317805,Asian-NH,2.663,34.61295514161646,0,Higher,Hypertensive heart disease
CALIFORNIA,2016-2018,Total,Black-NH,D01,1873,lev2,6775460,25.979,24.7879,27.2171,0.614764,10.7583,0.238734,Asian-NH,2.415,23.07945735676299,0,Higher,Diabetes mellitus
CALIFORNIA,2016-2018,Total,Black-NH,D02,1057,lev2,6775460,14.7962,13.898,15.7417,0.46539,5.43159,0.171846,Asian-NH,2.724,18.87631486110195,0,Higher,"Endocrine, blood, immune disorders"
CALIFORNIA,2016-2018,Total,Black-NH,D12,214,lev2,6775460,3.44585,2.99207,3.95156,0.239678,1.53893,0.103281,Asian-NH,2.239,7.306662302351998,1.368904989362818e-13,Higher,Congenital anomalies
CALIFORNIA,2016-2018,Total,Black-NH,D67,179,lev2,6775460,2.61791,2.24003,3.04546,0.200304,0.603604,0.0444115,Hisp,4.337,9.817817786510693,0,Higher,Asthma
CALIFORNIA,2016-2018,Total,Black-NH,D99,935,lev2,6775460,13.5699,12.6973,14.4907,0.452519,6.26529,0.182561,Asian-NH,2.166,14.969784366600365,0,Higher,Other Chronic Conditions
CALIFORNIA,2016-2018,Total,Black-NH,E03,1490,lev2,6775460,21.5959,20.4972,22.7425,0.567835,1.74074,0.103986,Asian-NH,12.406,34.39446223660709,0,Higher,Homicide/Interpersonal violence
